#T	S	Runtime		Speedup		Efficiency	Percent
1	1000000	0.480556	1.0		1.0		0
2	500000	0.305515	1.572937	0.786469	36.424683
2	333333	0.377959	1.271450	0.635725	21.349645
2	250000	0.321892	1.492911	0.746456	33.016756
2	200000	0.301825	1.592168	0.796084	37.192544
2	125000	0.265573	1.809506	0.904753	44.736305
2	100000	0.275479	1.744438	0.872219	42.674943
2	50000	0.316234	1.519622	0.759811	34.194142
3	500000	0.302568	1.588258	0.529419	37.037931
3	333333	0.280922	1.710639	0.570213	41.542297
3	250000	0.286369	1.678101	0.559367	40.408818
3	200000	0.279621	1.718598	0.572866	41.813025
3	125000	0.276201	1.739878	0.579959	42.524701
3	100000	0.276154	1.740174	0.580058	42.534481
3	50000	0.263331	1.824912	0.608304	45.202848
4	500000	0.301995	1.591271	0.397818	37.157168
4	333333	0.271924	1.767244	0.441811	43.414711
4	250000	0.267761	1.794720	0.448680	44.281000
4	200000	0.271754	1.768349	0.442087	43.450087
4	125000	0.275132	1.746638	0.436659	42.747151
4	100000	0.280157	1.715310	0.428827	41.701487
4	50000	0.261626	1.836805	0.459201	45.557646
8	500000	0.303981	1.580875	0.197609	36.743897
8	333333	0.273342	1.758076	0.219759	43.119636
8	250000	0.253499	1.895692	0.236961	47.248812
8	200000	0.269063	1.786035	0.223254	44.010063
8	125000	0.257055	1.869468	0.233683	46.508836
8	100000	0.271984	1.766854	0.220857	43.402226
8	50000	0.259984	1.848406	0.231051	45.899333
