#T	S	Runtime		Speedup		Efficiency	Percent
1	10000000	11.611823	1.0		1.0		0
2	5000000	7.487579	1.550811	0.775405	35.517627
2	3333333	7.686034	1.510769	0.755385	33.808550
2	2500000	6.771805	1.714731	0.857366	41.681810
2	2000000	6.982354	1.663024	0.831512	39.868580
2	1250000	6.398500	1.814773	0.907386	44.896680
2	1000000	6.384757	1.818679	0.909339	45.015033
2	500000	6.195009	1.874384	0.937192	46.649126
3	5000000	7.384501	1.572459	0.524153	36.405326
3	3333333	6.517369	1.781673	0.593891	43.872990
3	2500000	7.396587	1.569889	0.523296	36.301242
3	2000000	6.521025	1.780675	0.593558	43.841505
3	1250000	6.383489	1.819040	0.606347	45.025953
3	1000000	6.387700	1.817841	0.605947	44.989689
3	500000	6.150154	1.888054	0.629351	47.035414
4	5000000	7.385893	1.572162	0.393041	36.393338
4	3333333	6.456247	1.798541	0.449635	44.399368
4	2500000	6.369926	1.822913	0.455728	45.142757
4	2000000	6.780121	1.712628	0.428157	41.610193
4	1250000	6.193801	1.874749	0.468687	46.659530
4	1000000	6.268818	1.852315	0.463079	46.013490
4	500000	6.144498	1.889792	0.472448	47.084123
8	5000000	7.402575	1.568619	0.196077	36.249674
8	3333333	6.462063	1.796922	0.224615	44.349281
8	2500000	6.311811	1.839698	0.229962	45.643238
8	2000000	6.188734	1.876284	0.234536	46.703166
8	1250000	6.159940	1.885055	0.235632	46.951138
8	1000000	6.199733	1.872955	0.234119	46.608444
8	500000	6.067452	1.913789	0.239224	47.747636
