#T	S	Runtime		Speedup		Efficiency	Percen
1	1000000	0.325076	1.0		1.0		0
2	500000	0.200883	1.618235	0.809118	38.204297
2	333333	0.212647	1.528712	0.764356	34.585451
2	250000	0.184271	1.764119	0.882059	43.314486
2	200000	0.192096	1.692258	0.846129	40.907357
2	125000	0.177123	1.835312	0.917656	45.513357
2	100000	0.175252	1.854906	0.927453	46.088915
2	50000	0.178738	1.818729	0.909365	45.016550
3	500000	0.203529	1.597197	0.532399	37.390333
3	333333	0.148793	2.184753	0.728251	54.228242
3	250000	0.158498	2.050979	0.683660	51.242786
3	200000	0.144590	2.248261	0.749420	55.521170
3	125000	0.131138	2.478885	0.826295	59.659280
3	100000	0.127596	2.547697	0.849232	60.748871
3	50000	0.121933	2.666022	0.888674	62.490925
4	500000	0.200803	1.618880	0.404720	38.228906
4	333333	0.139589	2.328808	0.582202	57.059580
4	250000	0.112595	2.887126	0.721781	65.363484
4	200000	0.129845	2.503570	0.625892	60.057033
4	125000	0.122911	2.644808	0.661202	62.190072
4	100000	0.111117	2.925529	0.731382	65.818147
4	50000	0.095939	3.388361	0.847090	70.487209
8	500000	0.201744	1.611329	0.201416	37.939436
8	333333	0.144056	2.256595	0.282074	55.685440
8	250000	0.118170	2.750918	0.343865	63.648501
8	200000	0.120573	2.696093	0.337012	62.909289
8	125000	0.095859	3.391189	0.423899	70.511819
8	100000	0.099711	3.260182	0.407523	69.326865
8	50000	0.090556	3.589779	0.448722	72.143130
