#T	S	Runtime		Speedup		Efficiency	Percen
1	100000	0.014999	1.0		1.0		0
2	50000	0.011337	1.323013	0.661506	24.414961
2	33333	0.010287	1.458054	0.729027	31.415428
2	25000	0.010657	1.407432	0.703716	28.948597
2	20000	0.009750	1.538359	0.769180	34.995666
2	12500	0.010683	1.404006	0.702003	28.775252
2	10000	0.011433	1.311904	0.655952	23.774918
2	5000	0.013329	1.125291	0.562646	11.134076
3	50000	0.009396	1.596318	0.532106	37.355824
3	33333	0.009715	1.543901	0.514634	35.229015
3	25000	0.008688	1.726404	0.575468	42.076138
3	20000	0.007666	1.956561	0.652187	48.889926
3	12500	0.009376	1.599723	0.533241	37.489166
3	10000	0.010012	1.498102	0.499367	33.248883
3	5000	0.008925	1.680560	0.560187	40.496033
4	50000	0.011988	1.251168	0.312792	20.074672
4	33333	0.010217	1.468043	0.367011	31.882125
4	25000	0.009889	1.516736	0.379184	34.068938
4	20000	0.009694	1.547246	0.386811	35.369025
4	12500	0.008540	1.756323	0.439081	43.062871
4	10000	0.009611	1.560608	0.390152	35.922395
4	5000	0.008956	1.674743	0.418686	40.289353
8	50000	0.010423	1.439029	0.179879	30.508701
8	33333	0.008838	1.697103	0.212138	41.076072
8	25000	0.008771	1.710067	0.213758	41.522768
8	20000	0.008099	1.851957	0.231495	46.003067
8	12500	0.006623	2.264684	0.283085	55.843723
8	10000	0.006223	2.410252	0.301281	58.510567
8	5000	0.007820	1.918031	0.239754	47.863191
